A0A087WZU1	phosphatidylinositol_phosphatase_ptprq
Q9BWF3	rna-binding_protein_4
Q9BWT7	card-containing_maguk_protein_3
Q9BWT7	caspase_recruitment_domain-containing_protein_10
Q9BX66	c-cbl-associated_protein
Q9BX66	ponsin
Q9BX66	sh3_domain_protein_5
Q9BX66	sh3p12
Q9BX66	sorbin_and_sh3_domain-containing_protein_1
Q9BX69	caspase_recruitment_domain-containing_protein_6
Q9BXB1	g-protein_coupled_receptor_48
Q9BXB1	leucine-rich_repeat-containing_g-protein_coupled_rg-protein_coupled_receptor_48
Q9BXI6	ebp50-pdx_interactor_of_64_kda
Q9BXI6	rab27a-gap-alpha
Q9BXI6	tbc1_domain_family_member_10a
Q9BXL7	card-containing_maguk_protein_1
Q9BXL7	caspase_recruitment_domain-containing_protein_11
Q9BXS4	liver_membrane-bound_protein
Q9BXS4	transmembrane_protein_59
Q9BXT8	ring_finger_protein_17
Q9BXT8	tudor_domain-containing_protein_4
Q9BXW9	fanconi_anemia_group_d2_protein
Q9BY41	histone_deacetylase_8
Q9BY44	65_kda_eukaryotic_translation_initiation_factor_2aeukaryotic_translation_initiation_factor_2a,_n-terminally_processed
Q9BY44	eukaryotic_translation_initiation_factor_2a
Q9BY44	eukaryotic_translation_initiation_factor_2a,_n-terminally_processed
Q9BY77	46_kda_dna_polymerase_delta_interaction_protein
Q9BY77	polymerase_delta-interacting_protein_3
Q9BY77	s6k1_aly/ref-like_target
Q9BYD1	39s_ribosomal_protein_l13,_mitochondrial
Q9BYD1	mitochondrial_large_ribosomal_subunit_protein_ul13m
Q9BYM8	hbv-associated_factor_4
Q9BYM8	heme-oxidized_irp2_ubiquitin_ligase_1
Q9BYM8	hepatitis_b_virus_x-associated_protein_4
Q9BYM8	ranbp-type_and_c3hc4-type_zinc_finger-containing_phbv-associated_factor_4
Q9BYM8	ring_finger_protein_54
Q9BYM8	ring-type_e3_ubiquitin_transferase_hoil-1
Q9BYM8	ubiquitin-conjugating_enzyme_7-interacting_protein_3
Q9BZD4	cell_division_cycle-associated_protein_1
Q9BZD4	kinetochore_protein_nuf2
Q9BZF9	uveal_autoantigen_with_coiled-coil_domains_and_ankyrin_repeats
Q9BZK7	f-box-like/wd_repeat-containing_protein_tbl1xr1
Q9BZK7	nuclear_receptor_corepressor/hdac3_complex_subunittbl1-related_protein_1
Q9BZK7	tbl1-related_protein_1
Q9BZK7	transducin_beta-like_1x-related_protein_1
Q9BZL6	npkc-d2
Q9BZL6	serine/threonine-protein_kinase_d2
Q9BZS1	forkhead_box_protein_p3
Q9BZS1	forkhead_box_protein_p3_41_kda_form
Q9BZS1	forkhead_box_protein_p3,_c-terminally_processed
Q9BZS1	scurfin
Q9BZS1-1	forkhead_box_protein_p3_41_kda_form
Q9BZS1-1	forkhead_box_protein_p3,_c-terminally_processed
Q9BZS1-1	isoform_1_of_forkhead_box_protein_p3
Q9BZS1-1	scurfin
Q9BZS1-2	forkhead_box_protein_p3_41_kda_form
Q9BZS1-2	forkhead_box_protein_p3,_c-terminally_processed
Q9BZS1-2	isoform_2_of_forkhead_box_protein_p3
Q9BZS1-2	scurfin
Q9BZW8	natural_killer_cell_receptor_2b4
Q9BZW8	nk_cell_activation-inducing_ligand
Q9BZW8	nk_cell_type_i_receptor_protein_2b4
Q9BZW8	signaling_lymphocytic_activation_molecule_4
Q9BZW8	slam_family_member_4
Q9C002	normal_mucosa_of_esophagus-specific_gene_1_proteinprotein_foap-11
Q9C002	protein_foap-11
Q9C009	forkhead_box_protein_q1
Q9C009	hepatocyte_nuclear_factor_3_forkhead_homolog_1
Q9C009	hnf-3/forkhead-like_protein_1
Q9C0B5-2	isoform_2_of_palmitoyltransferase_zdhhc5
Q9C0B5-2	zinc_finger_dhhc_domain-containing_protein_5
Q9C0B5-2	zinc_finger_protein_375
Q9C0C2	182_kda_tankyrase-1-binding_protein
Q9C0C7-3	isoform_3_of_activating_molecule_in_becn1-regulated_autophagy_protein_1
Q9C0J8	pre-mrna_3'_end_processing_protein_wdr33
Q9C0J8	wd_repeat-containing_protein_33
Q9C0J8	wd_repeat-containing_protein_of_146_kda
Q9CSN1	nuclear_protein_skip
Q9CSN1	ski-interacting_protein
Q9CSN1	snw_domain-containing_protein_1
Q9CWL8	beta-catenin-like_protein_1
Q9CWL8	nuclear-associated_protein
Q9D1D4	21_kda_transmembrane-trafficking_protein
Q9D1D4	p24_family_protein_delta-1
Q9D1D4	transmembrane_emp24_domain-containing_protein_10
Q9D1D4	transmembrane_protein_tmp21
Q9D275	basic_leucine_zipper_transcriptional_factor_atf-like_3
Q9D287	breast_carcinoma-amplified_sequence_2_homolog
Q9D287	dna_amplified_in_mammary_carcinoma_1_protein
Q9D287	pre-mrna-splicing_factor_spf27
Q9D5L7	spry_domain-containing_socs_box_protein_1
Q9D6P8	calmodulin-like_protein_3
Q9D8B3	charged_multivesicular_body_protein_4b
Q9D8B3	chromatin-modifying_protein_4b
Q9DUM3	latent_nuclear_antigen
Q9EP53	hamartin
Q9EP53	tuberous_sclerosis_1_protein_homolog
Q9EP69	phosphatidylinositide_phosphatase_sac1
Q9EP69	suppressor_of_actin_mutations_1-like_protein
Q9EQY0	endoplasmic_reticulum-to-nucleus_signaling_1
Q9EQY0	endoribonuclease
Q9EQY0	inositol-requiring_protein_1
Q9EQY0	ire1-alpha
Q9EQY0	serine/threonine-protein_kinase
Q9EQY0	serine/threonine-protein_kinase/endoribonuclease_iendoplasmic_reticulum-to-nucleus_signaling_1
Q9ERG0	epithelial_protein_lost_in_neoplasm
Q9ERG0	lim_domain_and_actin-binding_protein_1
Q9ERL0	btk-ph-domain_binding_protein
Q9ERL0	myeloid/lymphoid_or_mixed-lineage_leukemia;_translocated_to,_1
Q9ERL0	myeloid/lymphoid_or_mixed-lineage_leukemia_(trithomyeloid/lymphoid_or_mixed-lineage_leukemia;_translocated_to,_1
Q9ERU9	e3_sumo-protein_ligase_ranbp2
Q9ERU9	ran-binding_protein_2
Q9GZQ8	autophagy-related_protein_lc3_b
Q9GZQ8	autophagy-related_ubiquitin-like_modifier_lc3_b
Q9GZQ8	map1_light_chain_3-like_protein_2
Q9GZQ8	map1a/map1b_light_chain_3_b
Q9GZQ8	microtubule-associated_protein_1_light_chain_3_beta
Q9GZQ8	microtubule-associated_proteins_1a/1b_light_chain_autophagy-related_protein_lc3_b
Q9GZT3	sra_stem-loop-interacting_rna-binding_protein,_mitochondrial
Q9GZT9	egl_nine_homolog_1
Q9GZT9	hypoxia-inducible_factor_prolyl_hydroxylase_2
Q9GZT9	prolyl_hydroxylase_domain-containing_protein_2
Q9GZT9	sm-20
Q9GZZ1	n-acetyltransferase_13
Q9GZZ1	n-acetyltransferase_5
Q9GZZ1	n-acetyltransferase_san_homolog
Q9GZZ1	n-alpha-acetyltransferase_50
Q9GZZ1	nate_catalytic_subunit
Q9GZZ1	n-epsilon-acetyltransferase_50
Q9GZZ9	thifp1
Q9GZZ9	ubiquitin-activating_enzyme_e1_domain-containing_protein_1
Q9GZZ9	ubiquitin-like_modifier-activating_enzyme_5
Q9GZZ9	ufm1-activating_enzyme
Q9H0A0	18s_rrna_cytosine_acetyltransferase
Q9H0A0	n-acetyltransferase_10
Q9H0A0	n-acetyltransferase-like_protein
Q9H0A0	rna_cytidine_acetyltransferase
Q9H0C5	btb/poz_domain-containing_protein_1
Q9H0C5	hepatitis_c_virus_ns5a-transactivated_protein_8
Q9H0C8	integrin-linked_kinase-associated_serine/threonine_phosphatase_2c
Q9H0D6	5'-3'_exoribonuclease_2
Q9H0D6	dhm1-like_protein
Q9H0E9	bromodomain-containing_protein_8
Q9H0E9	p120
Q9H0E9	skeletal_muscle_abundant_protein
Q9H0E9	skeletal_muscle_abundant_protein_2
Q9H0E9	thyroid_hormone_receptor_coactivating_protein_of_1p120
Q9H0F6	shank-associated_rh_domain-interacting_protein
Q9H0F6	shank-interacting_protein-like_1
Q9H0F6	sharpin
Q9H0H5	male_germ_cell_racgap
Q9H0H5	protein_cyk4_homolog
Q9H0H5	rac_gtpase-activating_protein_1
Q9H0K6	pseudouridylate_synthase_7_homolog-like_protein
Q9H0R5	gtp-binding_protein_3
Q9H0R5	guanine_nucleotide-binding_protein_3
Q9H0R5	guanylate-binding_protein_3
Q9H0R8	early_estrogen-regulated_protein
Q9H0R8	gaba(a)_receptor-associated_protein-like_1
Q9H0R8	gamma-aminobutyric_acid_receptor-associated_proteiearly_estrogen-regulated_protein
Q9H0R8	glandular_epithelial_cell_protein_1
Q9H0S4	dead_box_protein_47
Q9H0S4	probable_atp-dependent_rna_helicase_ddx47
Q9H0U6	39s_ribosomal_protein_l18,_mitochondrial
Q9H0U6	mitochondrial_large_ribosomal_subunit_protein_ul18m
Q9H165	b-cell_cll/lymphoma_11a
Q9H165	b-cell_lymphoma/leukemia_11a
Q9H165	coup-tf-interacting_protein_1
Q9H165	ecotropic_viral_integration_site_9_protein_homologzinc_finger_protein_856
Q9H165	zinc_finger_protein_856
Q9H1A4	anaphase-promoting_complex_subunit_1
Q9H1A4	cyclosome_subunit_1
Q9H1A4	mitotic_checkpoint_regulator
Q9H1A4	testis-specific_gene_24_protein
Q9H1C4	protein_unc-93_homolog_b1
Q9H1E5	thioredoxin_domain-containing_protein_13
Q9H1E5	thioredoxin-related_transmembrane_protein_4
Q9H1R3	myosin_light_chain_kinase_2,_skeletal/cardiac_muscle
Q9H1Y0	apg5-like
Q9H1Y0	apoptosis-specific_protein
Q9H1Y0	autophagy_protein_5
Q9H204	endothelial-derived_protein_1
Q9H204	mediator_complex_subunit_28
Q9H204	mediator_of_rna_polymerase_ii_transcription_subuniendothelial-derived_protein_1
Q9H204	merlin_and_grb2-interacting_cytoskeletal_protein
Q9H204	tumor_angiogenesis_marker_eg-1
Q9H223	eh_domain-containing_protein_4
Q9H223	hepatocellular_carcinoma-associated_protein_10/11
Q9H223	past_homolog_4
Q9H257	caspase_recruitment_domain-containing_protein_9
Q9H267	vacuolar_protein_sorting-associated_protein_33b
Q9H2C2	protein_arv1
Q9H2D6	protein_tara
Q9H2D6	trio_and_f-actin-binding_protein
Q9H2D6	trio-associated_repeat_on_actin
Q9H2F5	enhancer_of_polycomb_homolog_1
Q9H2K8	cutaneous_t-cell_lymphoma-associated_antigen_hd-cldendritic_cell-derived_protein_kinase
Q9H2K8	dendritic_cell-derived_protein_kinase
Q9H2K8	jnk/sapk-inhibitory_kinase
Q9H2K8	jun_kinase-inhibitory_kinase
Q9H2K8	kinase_from_chicken_homolog_a
Q9H2K8	serine/threonine-protein_kinase_tao3
Q9H2K8	thousand_and_one_amino_acid_protein_3
Q9H2P0	activity-dependent_neuroprotective_protein
Q9H2P0	activity-dependent_neuroprotector_homeobox_proteinactivity-dependent_neuroprotective_protein
Q9H2X6	homeodomain-interacting_protein_kinase_2
Q9H307	140_kda_nuclear_and_cell_adhesion-related_phosphopdesmosome-associated_protein
Q9H307	desmosome-associated_protein
Q9H307	domain-rich_serine_protein
Q9H307	melanoma_metastasis_clone_a_protein
Q9H307	nuclear_protein_sdk3
Q9H307	pinin
Q9H307	sr-like_protein
Q9H334	forkhead_box_protein_p1
Q9H334	mac-1-regulated_forkhead
Q9H3F6-2	btb/poz_domain-containing_protein_kctd10
Q9H3F6-2	isoform_2_of_btb/poz_domain-containing_adapter_forbtb/poz_domain-containing_protein_kctd10
Q9H3F6-2	potassium_channel_tetramerization_domain-containing_protein_10
Q9H3G5	carboxypeptidase,_vitellogenic-like
Q9H3G5	probable_serine_carboxypeptidase_cpvl
Q9H3G5	vitellogenic_carboxypeptidase-like_protein
Q9H3S5	gpi_mannosyltransferase_1
Q9H3S5	gpi_mannosyltransferase_i
Q9H3S5	phosphatidylinositol-glycan_biosynthesis_class_m_protein
Q9H3S7	his_domain-containing_protein_tyrosine_phosphataseprotein_tyrosine_phosphatase_td14
Q9H3S7	protein_tyrosine_phosphatase_td14
Q9H3S7	tyrosine-protein_phosphatase_non-receptor_type_23
Q9H3U1	gcunc-45
Q9H3U1	protein_unc-45_homolog_a
Q9H3U1	smooth_muscle_cell-associated_protein_1
Q9H3Z4	ceroid-lipofuscinosis_neuronal_protein_4
Q9H3Z4	cysteine_string_protein
Q9H3Z4	dnaj_homolog_subfamily_c_member_5
Q9H425	uncharacterized_protein_c1orf198
Q9H492	autophagy-related_protein_lc3_a
Q9H492	autophagy-related_ubiquitin-like_modifier_lc3_a
Q9H492	map1_light_chain_3-like_protein_1
Q9H492	map1a/map1b_light_chain_3_a
Q9H492	microtubule-associated_protein_1_light_chain_3_alpha
Q9H492	microtubule-associated_proteins_1a/1b_light_chain_autophagy-related_protein_lc3_a
Q9H4B4	cytokine-inducible_serine/threonine-protein_kinasefgf-inducible_kinase
Q9H4B4	fgf-inducible_kinase
Q9H4B4	polo-like_kinase_3
Q9H4B4	proliferation-related_kinase
Q9H4B4	serine/threonine-protein_kinase_plk3
Q9H4B6	45_kda_ww_domain_protein
Q9H4B6	protein_salvador_homolog_1
Q9H4E7	differentially_expressed_in_fdcp_6_homolog
Q9H4E7	irf4-binding_protein
Q9H4G0	band_4.1-like_protein_1
Q9H4G0	neuronal_protein_4.1
Q9H4L4	sentrin-specific_protease_3
Q9H4L4	sentrin/sumo-specific_protease_senp3
Q9H4L4	sumo-1-specific_protease_3
Q9H4L7	atp-dependent_helicase_1
Q9H4L7	swi/snf-related_matrix-associated_actin-dependent_atp-dependent_helicase_1
Q9H4M9	eh_domain-containing_protein_1
Q9H4M9	past_homolog_1
Q9H4M9	testilin
Q9H6K4	optic_atrophy_3_protein
Q9H6R6-2	isoform_2_of_palmitoyltransferase_zdhhc6
Q9H6R6-2	transmembrane_protein_h4
Q9H6R6-2	zinc_finger_dhhc_domain-containing_protein_6
Q9H6R6-2	zinc_finger_protein_376
Q9H6R7	wd_repeat_and_coiled-coil-containing_protein
Q9H6S0	3'-5'_rna_helicase_ythdc2
Q9H6S0	yth_domain-containing_protein_2
Q9H6S1	5-azacytidine-induced_protein_2
Q9H6S1	nf-kappa-b-activating_kinase-associated_protein_1
Q9H6S1	tilp
Q9H6S3	epidermal_growth_factor_receptor_kinase_substrate_epidermal_growth_factor_receptor_pathway_substrate_8-related_protein_2
Q9H6S3	epidermal_growth_factor_receptor_pathway_substrate_8-related_protein_2
Q9H6S7	cdna:_flj21924_fis,_clone_hep04086
Q9H6T0	epithelial_splicing_regulatory_protein_2
Q9H6T0	rna-binding_motif_protein_35b
Q9H6T0	rna-binding_protein_35b
Q9H6Z9	egl_nine_homolog_3
Q9H6Z9	hph-1
Q9H6Z9	hypoxia-inducible_factor_prolyl_hydroxylase_3
Q9H6Z9	prolyl_hydroxylase_domain-containing_protein_3
Q9H706	grb2-associated_and_regulator_of_mapk1
Q9H706	grb2-associated_and_regulator_of_mapk_protein_1
Q9H706-2	grb2-associated_and_regulator_of_mapk1
Q9H706-2	isoform_2_of_grb2-associated_and_regulator_of_mapkgrb2-associated_and_regulator_of_mapk1
Q9H788	protein_phosphatase_1_regulatory_subunit_38
Q9H788	protein_sh(2)a
Q9H788	sh2_domain-containing_protein_4a
Q9H792	inactive_tyrosine-protein_kinase_peak1
Q9H792	pseudopodium-enriched_atypical_kinase_1
Q9H792	sugen_kinase_269
Q9H792	tyrosine-protein_kinase_sgk269
Q9H7D0	dedicator_of_cytokinesis_protein_5
Q9H7D0-2	isoform_2_of_dedicator_of_cytokinesis_protein_5
Q9H813	acid-sensitive_outwardly-rectifying_anion_channel
Q9H813	proton-activated_chloride_channel
Q9H813	proton-activated_outwardly_rectifying_anion_channetransmembrane_protein_206
Q9H813	transmembrane_protein_206
Q9H857	5'-nucleotidase_domain-containing_protein_2
Q9H8J5	loss_of_heterozygosity_12_chromosomal_region_3_protein
Q9H8J5	mansc_domain-containing_protein_1
Q9H8M7	dermal_papilla-derived_protein_5
Q9H8M7	deubiquitinating_enzyme_mindy-3
Q9H8M7	protein_carp
Q9H8M7	ubiquitin_carboxyl-terminal_hydrolase_mindy-3
Q9H8S9	mob_kinase_activator_1a
Q9H8S9	mob1_alpha
Q9H8S9	mob1_homolog_1b
Q9H8S9	mps_one_binder_kinase_activator-like_1b
Q9H8T0	akt-interacting_protein
Q9H8T0	ft1
Q9H8T0	fused_toes_protein_homolog
Q9H8X9	probable_palmitoyltransferase_zdhhc11
Q9H8X9	zinc_finger_dhhc_domain-containing_protein_11
Q9H8X9	zinc_finger_protein_399
Q9H939	proline-serine-threonine_phosphatase-interacting_protein_2
Q9H9A5	ccr4-not_transcription_complex_subunit_10
Q9H9A6	leucine-rich_repeat-containing_protein_40
Q9H9B1	euchromatic_histone-lysine_n-methyltransferase_1
Q9H9B1	g9a-like_protein_1
Q9H9B1	histone_h3-k9_methyltransferase_5
Q9H9B1	histone-lysine_n-methyltransferase_ehmt1
Q9H9B1	lysine_n-methyltransferase_1d
Q9H9B4	sideroflexin-1
Q9H9G7	argonaute_risc_catalytic_component_3
Q9H9G7	eukaryotic_translation_initiation_factor_2c_3
Q9H9G7	protein_argonaute-3
Q9H9H4	escrt-i_complex_subunit_vps37b
Q9H9H4	vacuolar_protein_sorting-associated_protein_37b
Q9H9T3	elongator_complex_protein_3
Q9H9T3	protein_lysine_acetyltransferase_elp3
Q9H9T3	trna_uridine(34)_acetyltransferase
Q9HAU5	nonsense_mrna_reducing_factor_2
Q9HAU5	regulator_of_nonsense_transcripts_2
Q9HAU5	up-frameshift_suppressor_2_homolog
Q9HAV4	exportin-5
Q9HAV4	ran-binding_protein_21
Q9HAV5	tumor_necrosis_factor_receptor_superfamily_member_x-linked_ectodysplasin-a2_receptor
Q9HAV5	x-linked_ectodysplasin-a2_receptor
Q9HAV7	grpe_protein_homolog_1,_mitochondrial
Q9HAV7	hmge
Q9HAV7	mt-grpe#1
Q9HB21	pleckstrin_homology_domain-containing_family_a_memtandem_ph_domain-containing_protein_1
Q9HB21	tandem_ph_domain-containing_protein_1
Q9HB71	calcyclin-binding_protein
Q9HB71	s100a6-binding_protein
Q9HB71	siah-interacting_protein
Q9HBD4	smarca4_isoform_2
Q9HBD4	swi/snf_related,_matrix_associated,_actin_dependentranscription_activator_brg1
Q9HBD4	transcription_activator_brg1
Q9HBI1	affixin
Q9HBI1	beta-parvin
Q9HC29	caspase_recruitment_domain-containing_protein_15
Q9HC29	inflammatory_bowel_disease_protein_1
Q9HC29	nucleotide-binding_oligomerization_domain-containicaspase_recruitment_domain-containing_protein_15
Q9HC52	chromobox_protein_homolog_8
Q9HC52	polycomb_3_homolog
Q9HC52	rectachrome_1
Q9HC56-2	isoform_2_of_protocadherin-9
Q9HCD6	protein_tanc2
Q9HCD6	tetratricopeptide_repeat,_ankyrin_repeat_and_coiled-coil_domain-containing_protein_2
Q9HCE1	armitage_homolog
Q9HCE1	helicase_mov-10
Q9HCE1	moloney_leukemia_virus_10_protein
Q9HCE5	methyltransferase-like_protein_14
Q9HCE5	n6-adenosine-methyltransferase_non-catalytic_subunmethyltransferase-like_protein_14
Q9HCJ5	zinc_finger_swim_domain-containing_protein_6
Q9HCK5	argonaute_risc_catalytic_component_4
Q9HCK5	eukaryotic_translation_initiation_factor_2c_4
Q9HCK5	protein_argonaute-4
Q9HCK8	atp-dependent_helicase_chd8
Q9HCK8	chromodomain-helicase-dna-binding_protein_8
Q9HCK8	helicase_with_snf2_domain_1
Q9HCL2	glycerol-3-phosphate_acyltransferase_1,_mitochondrial
Q9HCN6	glycoprotein_6
Q9HCN6	platelet_glycoprotein_vi
Q9HD40	liver-pancreas_antigen
Q9HD40	o-phosphoseryl-trna(sec)_selenium_transferase
Q9HD40	selenocysteine_synthase
Q9HD40	selenocysteinyl-trna(sec)_synthase
Q9HD40	sep-trna:sec-trna_synthase
Q9HD40	sla/lp_autoantigen
Q9HD40	sla-p35
Q9HD40	soluble_liver_antigen
Q9HD40	trna(ser/sec)-associated_antigenic_protein
Q9HD40	uga_suppressor_trna-associated_protein
Q9JHJ0	tropomodulin-3
Q9JHJ0	ubiquitous_tropomodulin
Q9JIY2	casitas_b-lineage_lymphoma-transforming_sequence-le-cadherin_binding_protein_e7
Q9JIY2	e3_ubiquitin-protein_ligase_hakai
Q9JIY2	e-cadherin_binding_protein_e7
Q9JIY2	ring-type_e3_ubiquitin_transferase_hakai
Q9JLQ0	cd2-associated_protein
Q9JLQ0	mesenchyme-to-epithelium_transition_protein_with_sh3_domains_1
Q9NNW5	wd_repeat-containing_protein_6
Q9NP31	sh2_domain-containing_adapter_protein
Q9NP31	sh2_domain-containing_protein_2a
Q9NP31	t_cell-specific_adapter_protein
Q9NP31	vegf_receptor-associated_protein
Q9NP66	high_mobility_group_protein_20a
Q9NP66	hmg_box-containing_protein_20a
Q9NP66	hmg_domain-containing_protein_1
Q9NP66	hmg_domain-containing_protein_hmgx1
Q9NP74	palmdelphin
Q9NP74	paralemmin-like_protein
Q9NP79	dopamine-responsive_gene_1_protein
Q9NP79	lyst-interacting_protein_5
Q9NP79	skd1-binding_protein_1
Q9NP79	vacuolar_protein_sorting-associated_protein_vta1_hdopamine-responsive_gene_1_protein
Q9NP84	fibroblast_growth_factor-inducible_immediate-earlytweak-receptor
Q9NP84	tumor_necrosis_factor_receptor_superfamily_member_fibroblast_growth_factor-inducible_immediate-earlytweak-receptor
Q9NP84	tweak-receptor
Q9NPB6-2	isoform_2_of_partitioning_defective_6_homolog_alphpar6c
Q9NPB6-2	par6c
Q9NPB6-2	tax_interaction_protein_40
Q9NPE2	mesenchymal_stem_cell_protein_dsc92
Q9NPE2	neugrin
Q9NPE2	neurite_outgrowth-associated_protein
Q9NPE2	spinal_cord-derived_protein_fi58g
Q9NPF0	8d6_antigen
Q9NPF0	cd320_antigen
Q9NPF0	fdc-signaling_molecule_8d6
Q9NPF0	transcobalamin_receptor
Q9NPF5	dna_methyltransferase_1-associated_protein_1
Q9NPG3	hira-binding_protein
Q9NPG3	protein_vt4
Q9NPG3	ubinuclein-1
Q9NPG3	ubiquitously_expressed_nuclear_protein
Q9NPH2	inositol-3-phosphate_synthase_1
Q9NPH2	myo-inositol_1-phosphate_synthase
Q9NPH2	myo-inositol_1-phosphate_synthase_a1
Q9NPH3	interleukin-1_receptor_3
Q9NPH3	interleukin-1_receptor_accessory_protein
Q9NPH3-5	interleukin-1_receptor_3
Q9NPH3-5	isoform_4_of_interleukin-1_receptor_accessory_protinterleukin-1_receptor_3
Q9NPI1	75_kda_bromodomain_protein
Q9NPI1	bromodomain-containing_protein_7
Q9NPI1	protein_celtix-1
Q9NPI6	mrna-decapping_enzyme_1a
Q9NPI6	smad4-interacting_transcriptional_co-activator
Q9NPI6	transcription_factor_smif
Q9NPJ6	activator-recruited_cofactor_36_kda_component
Q9NPJ6	mediator_complex_subunit_4
Q9NPJ6	mediator_of_rna_polymerase_ii_transcription_subuniactivator-recruited_cofactor_36_kda_component
Q9NPJ6	trap/smcc/pc2_subunit_p36_subunit
Q9NPJ6	vitamin_d3_receptor-interacting_protein_complex_36_kda_component
Q9NPR5	ptprj,_protein_tyrosine_phosphatase_receptor_j,_eta
Q9NQ11-2	isoform_b_of_cation-transporting_atpase_13a2
Q9NQ48	leucine_zipper_transcription_factor-like_protein_1
Q9NQ66	1-phosphatidylinositol_4,5-bisphosphate_phosphodieplc-154
Q9NQ66	phosphoinositide_phospholipase_c-beta-1
Q9NQ66	phospholipase_c-beta-1
Q9NQ66	phospholipase_c-i
Q9NQ66	plc-154
Q9NQB0	hmg_box_transcription_factor_4
Q9NQB0	t-cell-specific_transcription_factor_4
Q9NQB0	transcription_factor_7-like_2
Q9NQC3	foocen
Q9NQC3	neurite_outgrowth_inhibitor
Q9NQC3	neuroendocrine-specific_protein
Q9NQC3	neuroendocrine-specific_protein_c_homolog
Q9NQC3	reticulon-4
Q9NQC3	reticulon-5
Q9NQC3	rtn-x
Q9NQC7	deubiquitinating_enzyme_cyld
Q9NQC7	ubiquitin_carboxyl-terminal_hydrolase_cyld
Q9NQC7	ubiquitin_thioesterase_cyld
Q9NQC7	ubiquitin-specific-processing_protease_cyld
Q9NQC7-2	deubiquitinating_enzyme_cyld
Q9NQC7-2	isoform_2_of_ubiquitin_carboxyl-terminal_hydrolasedeubiquitinating_enzyme_cyld
Q9NQC7-2	ubiquitin_thioesterase_cyld
Q9NQC7-2	ubiquitin-specific-processing_protease_cyld
Q9NQT6	fascin-3
Q9NQT6	testis_fascin
Q9NQT8	kinesin-like_protein_gakin
Q9NQT8	kinesin-like_protein_kif13b
Q9NQW6	anillin
Q9NQX4	unconventional_myosin-vc
Q9NR12	lim_mineralization_protein
Q9NR12	pdz_and_lim_domain_protein_7
Q9NR12	protein_enigma
Q9NR28	diablo_homolog,_mitochondrial
Q9NR28	direct_iap-binding_protein_with_low_pi
Q9NR28	second_mitochondria-derived_activator_of_caspase
Q9NR30	dead_box_protein_21
Q9NR30	gu-alpha
Q9NR30	nucleolar_rna_helicase_2
Q9NR30	nucleolar_rna_helicase_gu
Q9NR30	nucleolar_rna_helicase_ii
Q9NR30	rh_ii/gu
Q9NR46	endophilin-b2
Q9NR46	sh3_domain-containing_grb2-like_protein_b2
Q9NR50	eif-2b_gdp-gtp_exchange_factor_subunit_gamma
Q9NR50	translation_initiation_factor_eif-2b_subunit_gammaeif-2b_gdp-gtp_exchange_factor_subunit_gamma
Q9NRF2	pro-rich,_ph_and_sh2_domain-containing_signaling_msh2_domain-containing_protein_1b
Q9NRF2	sh2_domain-containing_protein_1b
Q9NRF2	sh2b_adapter_protein_1
Q9NRG4	histone_methyltransferase_smyd2
Q9NRG4	hskm-b
Q9NRG4	lysine_n-methyltransferase_3c
Q9NRG4	n-lysine_methyltransferase_smyd2
Q9NRG4	set_and_mynd_domain-containing_protein_2
Q9NRL2	atp-dependent_chromatin-remodeling_protein
Q9NRL2	atp-utilizing_chromatin_assembly_and_remodeling_fachrac_subunit_acf1
Q9NRL2	bromodomain_adjacent_to_zinc_finger_domain_proteinatp-dependent_chromatin-remodeling_protein
Q9NRL2	chrac_subunit_acf1
Q9NRL2	hwalp1
Q9NRL2	williams_syndrome_transcription_factor-related_chrhwalp1
Q9NRR6	72_kda_inositol_polyphosphate_5-phosphatase
Q9NRR6	inositol_polyphosphate-5-phosphatase_e
Q9NRR6	phosphatidylinositol_4,5-bisphosphate_5-phosphatasphosphatidylinositol-3,4,5-trisphosphate_5-phosphatase
Q9NRR6	phosphatidylinositol_polyphosphate_5-phosphatase_t72_kda_inositol_polyphosphate_5-phosphatase
Q9NRR6	phosphatidylinositol-3,4,5-trisphosphate_5-phosphatase
Q9NRX1	partner_of_nob1
Q9NRX1	rna-binding_protein_pno1
Q9NRX4	14_kda_phosphohistidine_phosphatase
Q9NRX4	phosphohistidine_phosphatase_1
Q9NRX4	protein_histidine_phosphatase
Q9NRX4	protein_janus-a_homolog
Q9NRY4	glucocorticoid_receptor_dna-binding_factor_1
Q9NRY4	glucocorticoid_receptor_repression_factor_1
Q9NRY4	rho_gap_p190a
Q9NRY4	rho_gtpase-activating_protein_35
Q9NRZ9	lymphoid-specific_helicase
Q9NRZ9	proliferation-associated_snf2-like_protein
Q9NRZ9	swi/snf2-related_matrix-associated_actin-dependent_regulator_of_chromatin_subfamily_a_member_6
Q9NS68	toxicity_and_jnk_inducer
Q9NS68	trade
Q9NS68	tumor_necrosis_factor_receptor_superfamily_member_trade
Q9NS91	e3_ubiquitin-protein_ligase_rad18
Q9NS91	postreplication_repair_protein_rad18
Q9NS91	ring_finger_protein_73
Q9NS91	ring-type_e3_ubiquitin_transferase_rad18
Q9NSC5	homer_protein_homolog_3
Q9NSD9	phenylalanine--trna_ligase_beta_subunit
Q9NSD9	phenylalanyl-trna_synthetase_beta_subunit
Q9NSG2-2	isoform_2_of_uncharacterized_protein_c1orf112
Q9NSI2	protein_fam207a
